Offense_Description,Report_Date,Full_Address
Theft,14-Jun-16,7208 GENEVA DR                                                                                      Austin TX 78723
Theft,5-Jan-16,11282 TAYLOR DRAPER LN                                                                              Austin TX 78759
Theft,24-Jun-16,6501 W WILLIAM CANNON DR                                                                            Austin TX 78735
Theft,21-Oct-16,1201 BARBARA JORDAN BLVD                                                                            Austin TX 78723
Theft,1-Dec-16,9808 HANSFORD DR                                                                                    Austin TX 78753
Theft,23-Apr-16,1500 SUNSET LN                                                                                      Austin TX 78704
Theft,3-Aug-16,306 W 38TH ST                                                                                       Austin TX 78751
Theft,4-Mar-16,9300 S IH 35 SVRD SB                                                                                Austin TX 78748
Theft,10-Dec-16,500 E ANNIE ST                                                                                      Austin TX 78704
Robbery,3-Sep-16,6729 MANOR RD                                                                                       Austin TX 78723
Theft,15-Dec-16,1000 E 41ST ST                                                                                      Austin TX 78751
Burglary,29-Nov-16,2104 WAGON CROSSING PATH                                                                            Austin TX 78744
Theft,25-Jun-16,2207 WICKERSHAM LN                                                                                  Austin TX 78741
Burglary,30-Aug-16,2220 E RIVERSIDE DR                                                                                 Austin TX 78741
Theft,19-Aug-16,7405 SAFFRON ST                                                                                     Austin TX 78749
Theft,28-Mar-16,10710 RESEARCH BLVD SVRD SB                                                                         Austin TX 78759
Theft,5-Apr-16,221 W 6TH ST                                                                                        Austin TX 78701
Burglary,6-Dec-16,7904 BRODIE LN                                                                                      Austin TX 78749
Burglary,18-Feb-16,11408 SATCHEL DR                                                                                    Austin TX 78754
Theft,28-Aug-16,916 E KOENIG LN WB                                                                                  Austin TX 78752
Agg Assault,3-Sep-16,1907 E RIVERSIDE DR                                                                                 Austin TX 78741
Theft,22-Jun-16,1800 E STASSNEY LN                                                                                  Austin TX 78744
Theft,6-May-16,3104 HELMS ST                                                                                       Austin TX 78705
Theft,28-Aug-16,12500 RESEARCH BLVD NB                                                                              Austin TX 78727
Theft,12-Jan-16,11200 LAKELINE MALL DR                                                                              Austin TX 78613
Theft,11-Apr-16,900 W 26TH ST                                                                                       Austin TX 78705
Theft,18-Jan-16,4600 MUELLER BLVD                                                                                   Austin TX 78723
Theft: Auto Theft,17-Mar-16,8519 CAHILL DR                                                                                      Austin TX 78729
Theft: Auto Theft,12-Jun-16,1088 PARK PLZ                                                                                       Austin TX 78753
Theft: Auto Theft,9-Sep-16,5300 JIMMY CLAY DR                                                                                  Austin TX 78744
Burglary,6-Oct-16,3006 MICHOACAN DR                                                                                   Austin TX 78617
Theft,20-Mar-16,500 E CESAR CHAVEZ ST                                                                               Austin TX 78701
Theft,2-Dec-16,11900 HOBBY HORSE CT                                                                                Austin TX 78758
Theft,4-Jan-16,1111 W 10TH ST                                                                                      Austin TX 78703
Theft,22-Apr-16,611 CONGRESS AVE                                                                                    Austin TX 78701
Theft,31-Jan-16,12435 DESSAU RD                                                                                     Austin TX 78754
Agg Assault,3-Jan-16,4509 E ST ELMO RD                                                                                   Austin TX 78744
Burglary,11-Jun-16,6720 SHIRLEY AVE                                                                                    Austin TX 78752
Burglary,29-Oct-16,701 W LONGSPUR BLVD                                                                                 Austin TX 78753
Theft,10-Mar-16,223 W ANDERSON LN SVRD EB                                                                           Austin TX 78752
Theft,10-Jun-16,300 E 4TH ST                                                                                        Austin TX 78701
Theft,9-Mar-16,11808 BROOKWOOD RD                                                                                  Austin TX 78750
Theft,8-May-16,7907 WHITSUN DR                                                                                     Austin TX 78749
Theft,12-May-16,11405 MADRID DR                                                                                     Austin TX 78759
Theft,16-Jan-16,9607 RESEARCH BLVD SVRD NB                                                                          Austin TX 78759
Theft,9-Dec-16,8900 N IH 35 SVRD SB                                                                                Austin TX 78753
Burglary,2-Feb-16,7519 MEADOWVIEW LN                                                                                  Austin TX 78752
Theft: Auto Theft,25-Jun-16,8909 NORTH PLZ                                                                                      Austin TX 78753
Theft,1-Jun-16,500 E 4TH ST                                                                                        Austin TX 78701
Theft,7-Nov-16,10900 LAKELINE MALL DR                                                                              Austin TX 78717
Theft,16-May-16,4408 GLOMAR AVE                                                                                     Austin TX 78721
Theft,14-Nov-16,5421 MEG BRAUER WAY                                                                                 Austin TX 78749
Theft,30-Oct-16,3713 TUDOR BLVD                                                                                     Austin TX 78759
Burglary,23-Dec-16,10925 STONELAKE BLVD                                                                                Austin TX 78759
Theft: Auto Theft,3-Jul-16,1901 WILLOW CREEK DR                                                                                Austin TX 78741
Theft,17-Jan-16,5010 OLD MANOR RD                                                                                   Austin TX 78723
Theft,18-Feb-16,5804 N IH 35 SB                                                                                     Austin TX 78751
Theft,8-Aug-16,5604 SOUTHWEST PKWY                                                                                 Austin TX 78735
Burglary,25-Nov-16,5606 PENICK DR                                                                                      Austin TX 78741
Robbery,24-Jun-16,12711 LAMPLIGHT VILLAGE AVE                                                                         Austin TX 78727
Theft,29-Nov-16,3111 PALM WAY                                                                                       Austin TX 78758
Theft,10-Dec-16,7217 BENNETT AVE                                                                                    Austin TX 78752
Theft,16-Jun-16,7619 N IH 35 SVRD NB                                                                                Austin TX 78752
Theft,22-Dec-16,710 E BEN WHITE BLVD SVRD WB                                                                        Austin TX 78704
Theft,17-Mar-16,W 6TH ST / GUADALUPE ST                                                                             Austin TX 78701
Burglary,8-Dec-16,2223 WATERLOO CITY LN                                                                               Austin TX 78741
Theft,15-Apr-16,1117 HOLLOW CREEK DR                                                                                Austin TX 78704
Theft,18-Jul-16,11701 METRIC BLVD                                                                                   Austin TX 78758
Robbery,24-Jan-16,214 E ANDERSON LN SVRD WB                                                                           Austin TX 78753
Theft,26-Oct-16,E 6TH ST / BRAZOS ST                                                                                Austin TX 78701
Theft,10-Oct-16,2000 WOODWARD ST                                                                                    Austin TX 78741
Theft,4-Apr-16,1030 NORWOOD PARK BLVD                                                                              Austin TX 78753
Theft,2-Aug-16,3105 SUSQUEHANNA LN                                                                                 Austin TX 78723
Theft,26-Oct-16,1221 ALGARITA AVE                                                                                   Austin TX 78704
Burglary,13-Oct-16,3329 HANDSOME DR                                                                                    Austin TX 78660
Burglary,8-Nov-16,712 ANN TAYLOR DR                                                                                   Austin TX 78745
Theft: Auto Theft,7-Dec-16,2201 PATTERSON INDUSTRIAL DR                                                                        Austin TX 78660
Theft,23-May-16,2508 E RIVERSIDE DR                                                                                 Austin TX 78741
Theft,8-Jan-16,5017 W US 290 HWY SVRD EB                                                                           Austin TX 78749
Theft,2-Mar-16,710 E BEN WHITE BLVD EB                                                                             Austin TX 78745
Theft,19-May-16,1104 E 6TH ST                                                                                       Austin TX 78702
Theft,28-Nov-16,9325 N LAMAR BLVD                                                                                   Austin TX 78753
Theft,17-Jul-16,1144 AIRPORT BLVD                                                                                   Austin TX 78702
Theft,14-Sep-16,2207 WICKERSHAM LN                                                                                  Austin TX 78741
Theft,23-Nov-16,7744 NORTHCROSS DR                                                                                  Austin TX 78757
Theft,30-May-16,3002 BURLESON RD                                                                                    Austin TX 78741
Theft,11-Oct-16,12101 DESSAU RD                                                                                     Austin TX 78754
Robbery,1-Sep-16,1124 RUTLAND DR                                                                                     Austin TX 78758
Theft: Auto Theft,11-Oct-16,400 BLOCK COMAL ST                                                                                  Austin TX 78702
Theft,14-Jan-16,501 W POWELL LN                                                                                     Austin TX 78753
Theft,14-Jul-16,12100 PARK THIRTY FIVE CIR                                                                          Austin TX 78753
Theft,3-Oct-16,314 E 6TH ST                                                                                        Austin TX 78701
Robbery,24-Sep-16,8805 NORTH PLZ                                                                                      Austin TX 78753
Theft,12-Oct-16,1007 E RUNDBERG LN                                                                                  Austin TX 78753
Theft,4-Oct-16,2100 BARTON SPRINGS RD                                                                              Austin TX 78746
Theft,17-Apr-16,3708 S 2ND ST                                                                                       Austin TX 78704
Theft,21-Dec-16,206 W 38TH ST                                                                                       Austin TX 78751
Theft,27-Apr-16,706 E 53RD ST                                                                                       Austin TX 78751
Theft,7-Dec-16,5801 AINEZ DR                                                                                       Austin TX 78744
Agg Assault,26-May-16,600 E RUNDBERG LN                                                                                   Austin TX 78753
Theft,13-Jan-16,519 E 7TH ST                                                                                        Austin TX 78701
Burglary,15-Feb-16,6501 WEST COURTYARD DR                                                                              Austin TX 78730
Theft,23-May-16,2300 W BEN WHITE BLVD SVRD WB                                                                       Austin TX 78704
Burglary,7-Nov-16,10101 S 1ST ST                                                                                      Austin TX 78748
Theft,11-Apr-16,9801 BRODIE LN                                                                                      Austin TX 78748
Robbery,6-Jul-16,1000 RUTLAND DR                                                                                     Austin TX 78758
Theft,28-Jun-16,2216 SAN GABRIEL ST                                                                                 Austin TX 78705
Theft,21-Apr-16,2310 WICKERSHAM LN                                                                                  Austin TX 78741
Theft,30-Nov-16,2508 E RIVERSIDE DR                                                                                 Austin TX 78741
Burglary,15-Apr-16,1000 E 5TH ST                                                                                       Austin TX 78702
Theft,28-Dec-16,1901 ONION CREEK PKWY                                                                               Austin TX 78748
Theft,22-Oct-16,3851 AIRPORT BLVD                                                                                   Austin TX 78723
Theft,26-Jun-16,4602 E STASSNEY LN                                                                                  Austin TX 78744
Burglary,19-Mar-16,1166 AIRPORT BLVD                                                                                   Austin TX 78702
Theft,13-May-16,3230 E MARTIN LUTHER KING JR BLVD                                                                   Austin TX 78723
Burglary,10-Mar-16,9840 CHILDRESS DR                                                                                   Austin TX 78753
Theft,21-Apr-16,2508 E RIVERSIDE DR                                                                                 Austin TX 78741
Theft,18-Nov-16,201 W BEN WHITE BLVD SVRD EB                                                                        Austin TX 78745
Theft,19-Jul-16,5345 N IH 35 SVRD NB                                                                                Austin TX 78723
Theft,17-Nov-16,514 MEDINA                                                                                          Austin TX 78702
Theft,5-Jun-16,2508 E RIVERSIDE DR                                                                                 Austin TX 78741
Agg Assault,1-Oct-16,6808 N LAMAR BLVD                                                                                   Austin TX 78757
Theft,2-Oct-16,4107 NIXON LN                                                                                       Austin TX 78725
Theft,9-May-16,503 E 6TH ST                                                                                        Austin TX 78701
Theft,10-Mar-16,2121 W PARMER LN                                                                                    Austin TX 78758
Theft,25-Nov-16,2901 S CAPITAL OF TEXAS HWY NB                                                                      Austin TX 78746
Theft,4-Oct-16,1407 W STASSNEY LN                                                                                  Austin TX 78745
Theft,14-Mar-16,1030 NORWOOD PARK BLVD                                                                              Austin TX 78753
Theft,1-Jun-16,1030 NORWOOD PARK BLVD                                                                              Austin TX 78753
Theft,14-Jan-16,1201 BARBARA JORDAN BLVD                                                                            Austin TX 78723
Theft,20-Aug-16,2222 E OLTORF ST                                                                                    Austin TX 78741
Theft,8-Nov-16,2311 S 1ST ST                                                                                       Austin TX 78704
Theft,28-Nov-16,MANOR RD / NORTHEAST DR                                                                             Austin TX 78723
Theft: Auto Theft,2-Dec-16,6523 WHITEMARSH VALLEY WALK                                                                         Austin TX 78746
Theft,1-May-16,9414 N LAMAR BLVD                                                                                   Austin TX 78758
Theft,2-Jun-16,2627 W 49TH ST                                                                                      Austin TX 78731
Burglary,10-Apr-16,12809 PALFREY DR                                                                                    Austin TX 78727
Theft,5-Jul-16,10907 HARD ROCK RD                                                                                  Austin TX 78750
Burglary,21-Jul-16,9900 S IH 35 SVRD NB                                                                                Austin TX 78747
Theft,8-Jan-16,8900 COLLINFIELD DR                                                                                 Austin TX 78758
Theft,20-Jan-16,5010 GLADEVIEW DR                                                                                   Austin TX 78745
Theft,1-Mar-16,710 E BEN WHITE BLVD SVRD WB                                                                        Austin TX 78704
Theft,14-Apr-16,7708 RUTGERS AVE                                                                                    Austin TX 78757
Theft,19-Jun-16,1200 BARBARA JORDAN BLVD                                                                            Austin TX 78723
Burglary,28-Dec-16,1307 MEARNS MEADOW BLVD                                                                             Austin TX 78758
Theft,14-Nov-16,N CAPITAL OF TEXAS HWY NB / COURTYARD DR                                                            Austin TX 78731
Theft,6-Oct-16,10107 RESEARCH BLVD SVRD NB                                                                         Austin TX 78759
Theft,27-Jul-16,5800 S CONGRESS AVE                                                                                 Austin TX 78745
Theft,19-Aug-16,7700 W PARMER LN                                                                                    Austin TX 78729
Agg Assault,30-Oct-16,CEDAR RIDGE DR / WOODLAND AVE                                                                       Austin TX 78741
Theft: Auto Theft,8-Apr-16,4613 AVENUE G                                                                                       Austin TX 78751
Theft,30-Mar-16,1030 NORWOOD PARK BLVD                                                                              Austin TX 78753
Theft,15-Jun-16,6650 MANOR RD                                                                                       Austin TX 78723
Theft,26-Feb-16,614 W NORTH LOOP BLVD                                                                               Austin TX 78751
Theft,6-Feb-16,315 CONGRESS AVE                                                                                    Austin TX 78701
Theft,12-Jan-16,4301 N IH 35 SVRD NB                                                                                Austin TX 78722
Burglary,10-Oct-16,4202 SANTIAGO ST                                                                                    Austin TX 78745
Theft,13-Aug-16,2508 E RIVERSIDE DR                                                                                 Austin TX 78741
Theft,10-Nov-16,720 RED RIVER ST                                                                                    Austin TX 78701
Theft,6-Feb-16,1030 NORWOOD PARK BLVD                                                                              Austin TX 78753
Theft,8-Mar-16,2401 LONGVIEW ST                                                                                    Austin TX 78705
Theft,16-Apr-16,11400 RESEARCH BLVD SVRD SB                                                                         Austin TX 78759
Theft: Auto Theft,23-Mar-16,9600 S IH 35 SVRD SB                                                                                Austin TX 78748
Theft,30-Jul-16,5420 N IH 35 SVRD NB                                                                                Austin TX 78723
Theft,2-Jan-16,6600 S MOPAC EXPY SVRD SB                                                                           Austin TX 78749
Theft,4-Dec-16,1209 E 51ST ST                                                                                      Austin TX 78723
Theft,28-Apr-16,11200 LAKELINE MALL DR                                                                              Austin TX 78613
Burglary,10-Jun-16,2908 COHOBA DR                                                                                      Austin TX 78748
Theft,26-Sep-16,1917 E RIVERSIDE DR                                                                                 Austin TX 78741
Theft,31-Oct-16,6900 BRODIE LN                                                                                      Austin TX 78749
Theft,16-Jun-16,12900 N IH 35 SVRD SB                                                                               Austin TX 78753
Theft,20-Sep-16,4000 S IH 35 SVRD SB                                                                                Austin TX 78704
Burglary,3-Mar-16,1311 PAYNE AVE                                                                                      Austin TX 78757
Theft,24-Jun-16,8011 ASMARA DR                                                                                      Austin TX 78750
Theft,19-Oct-16,13689 N US 183 HWY SVRD NB                                                                          Austin TX 78729
Theft,29-Aug-16,625 E STASSNEY LN                                                                                   Austin TX 78745
Theft,8-Apr-16,6309 BURNS ST                                                                                       Austin TX 78752
Theft,4-May-16,600 BLOCK BARTON SPRINGS RD                                                                         Austin TX 78704
Burglary,23-Feb-16,11717 DRAYTON DR                                                                                    Austin TX 78758
Theft,25-Jan-16,507 PRESSLER ST                                                                                     Austin TX 78703
Theft,8-Nov-16,1171 WEBBERVILLE RD                                                                                 Austin TX 78721
Agg Assault,18-Apr-16,1210 BEGONIA TER                                                                                    Austin TX 78741
Theft,10-Sep-16,710 E BEN WHITE BLVD EB                                                                             Austin TX 78745
Theft,16-Dec-16,7507 YAUPON DR                                                                                      Austin TX 78759
Theft,30-Dec-16,2501 MC GREGOR DR                                                                                   Austin TX 78745
Theft,30-Nov-16,825 E RUNDBERG LN                                                                                   Austin TX 78753
Theft,3-Oct-16,12200 RENFERT WAY                                                                                   Austin TX 78758
Theft,14-Feb-16,7650 ED BLUESTEIN BLVD SVRD SB                                                                      Austin TX 78723
Theft,13-Jan-16,9300 S IH 35 SVRD SB                                                                                Austin TX 78748
Theft,17-Oct-16,2900 SUNRIDGE DR                                                                                    Austin TX 78741
Theft,30-Mar-16,4509 E ST ELMO RD                                                                                   Austin TX 78744
Burglary,29-Aug-16,1515 ROYAL CREST DR                                                                                 Austin TX 78741
Theft,5-May-16,12332 CAHONE TRL                                                                                    Austin TX 78729
Theft,2-Apr-16,2607 S IH 35 SVRD NB                                                                                Austin TX 78741
Theft,1-Mar-16,300 E 4TH ST                                                                                        Austin TX 78701
Theft,19-Jan-16,79 RAINEY ST                                                                                        Austin TX 78701
Agg Assault,7-Oct-16,1600 WICKERSHAM LN                                                                                  Austin TX 78741
Theft,7-Sep-16,1101 GASTON AVE                                                                                     Austin TX 78703
Theft,7-Mar-16,1515 GROVE BLVD                                                                                     Austin TX 78741
Burglary,29-Nov-16,1106 REBBECA DR                                                                                     Austin TX 78758
Theft,15-Aug-16,316 E 6TH ST                                                                                        Austin TX 78701
Theft: Auto Theft,25-Oct-16,600 W 26TH ST                                                                                       Austin TX 78705
Burglary,3-Feb-16,5706 CLAYSTONE CV                                                                                   Austin TX 78744
Theft,16-May-16,3311 ESPERANZA XING                                                                                 Austin TX 78758
Theft: Auto Theft,28-Aug-16,2903 S 4TH ST                                                                                       Austin TX 78704
Theft,20-Apr-16,504 W 24TH ST                                                                                       Austin TX 78705
Theft,14-Dec-16,12707 N MOPAC EXPY NB                                                                               Austin TX 78727
Agg Assault,21-Mar-16,11411 RESEARCH BLVD SVRD NB                                                                         Austin TX 78759
Theft,19-May-16,1075 ABIA WAY                                                                                       Austin TX 78719
Theft,4-Jan-16,3501 LAKE AUSTIN BLVD                                                                               Austin TX 78703
Theft,25-May-16,12707 N MOPAC EXPY SVRD NB                                                                          Austin TX 78727
Theft,19-Jan-16,5812 N IH 35 SVRD SB                                                                                Austin TX 78751
Theft,24-Apr-16,5516 N LAMAR BLVD                                                                                   Austin TX 78756
Burglary,23-Sep-16,3415 DUNLIEGH DR                                                                                    Austin TX 78745
Burglary,7-Sep-16,7617 BENNETT AVE                                                                                    Austin TX 78752
Theft,27-Oct-16,6400 BRODIE LN                                                                                      Austin TX 78749
Theft,12-Dec-16,3301 W WILLIAM CANNON DR                                                                            Austin TX 78745
Theft: Auto Theft,2-Aug-16,7100 N IH 35 SVRD SB                                                                                Austin TX 78752
Theft,2-Jun-16,2508 E RIVERSIDE DR                                                                                 Austin TX 78741
Burglary,6-Feb-16,11500 LADERA VISTA DR                                                                               Austin TX 78759
Theft,25-Jun-16,700 SAN JACINTO BLVD                                                                                Austin TX 78701
Theft,4-May-16,7402 ONION CREEK DR                                                                                 Austin TX 78744
Theft,10-Aug-16,E 2ND ST / COMAL ST                                                                                 Austin TX 78702
Theft,8-Jul-16,10900 LAKELINE MALL DR                                                                              Austin TX 78717
Theft,11-Jan-16,807 EMERALD WOOD DR                                                                                 Austin TX 78745
Theft,15-Nov-16,6904 CAMERON RD                                                                                     Austin TX 78752
Theft,7-Jan-16,4527 SPEEDWAY                                                                                       Austin TX 78751
Burglary,26-May-16,1129 DELANO ST                                                                                      Austin TX 78721
Theft,11-Mar-16,500 E 4TH ST                                                                                        Austin TX 78701
Theft,19-Jul-16,3408 ENFIELD RD                                                                                     Austin TX 78703
Burglary,2-Feb-16,500 BASTROP HWY NB                                                                                  Austin TX 78742
Theft,24-May-16,11200 LAKELINE MALL DR                                                                              Austin TX 78613
Theft,14-Apr-16,2525 W ANDERSON LN                                                                                  Austin TX 78757
Burglary,7-Apr-16,4714 HARMON AVE                                                                                     Austin TX 78751
Robbery,24-Dec-16,11215 RESEARCH BLVD SVRD NB                                                                         Austin TX 78759
Theft,8-Nov-16,6207 CAMERON RD                                                                                     Austin TX 78723
Theft: Auto Theft,15-Jan-16,8220 W SH 71                                                                                        Austin TX 78735
Theft,19-Sep-16,1000 E 41ST ST                                                                                      Austin TX 78751
Theft,17-Oct-16,5340 N CAPITAL OF TEXAS HWY SB                                                                      Austin TX 78746
Theft,19-Apr-16,10201 STONELAKE BLVD                                                                                Austin TX 78759
Theft,14-Oct-16,6004 SPEYSIDE DR                                                                                    Austin TX 78653
Theft,21-Jul-16,1201 BAYLOR ST                                                                                      Austin TX 78703
Theft,28-Aug-16,710 E BEN WHITE BLVD SVRD WB                                                                        Austin TX 78704
Theft,11-Mar-16,8300 N IH 35 SVRD SB                                                                                Austin TX 78753
Theft,30-Apr-16,606 E 7TH ST                                                                                        Austin TX 78701
Theft,8-Jul-16,710 E BEN WHITE BLVD SVRD WB                                                                        Austin TX 78704
Theft,27-Apr-16,9707 EASTWEND DR                                                                                    Austin TX 78753
Theft: Auto Theft,6-Sep-16,500 S MOPAC EXPY NB                                                                                 Austin TX 78746
Theft,29-Nov-16,6240 BOXCAR RUN                                                                                     Austin TX 78745
Theft,30-Nov-16,823 CONGRESS AVE                                                                                    Austin TX 78701
Theft,28-Oct-16,7607 BLESSING AVE                                                                                   Austin TX 78752
Burglary,20-Jan-16,12041 DESSAU RD                                                                                     Austin TX 78754
Theft,5-Sep-16,WOOTEN DR / TISDALE DR                                                                              Austin TX 78757
Theft,16-Aug-16,5305 HARVEST LN                                                                                     Austin TX 78745
Theft: Auto Theft,17-Nov-16,8716 RESEARCH BLVD SVRD SB                                                                          Austin TX 78757
Theft,23-Aug-16,511 SPRINGDALE RD                                                                                   Austin TX 78702
Burglary,4-Oct-16,14301 N IH 35 SVRD NB                                                                               Austin TX 78660
Theft,28-Apr-16,701 CENTER RIDGE DR                                                                                 Austin TX 78753
Agg Assault,15-Jul-16,12151 N IH 35 SVRD NB                                                                               Austin TX 78753
Theft: Auto Theft,15-Apr-16,1000 E 41ST ST                                                                                      Austin TX 78751
Theft,15-Mar-16,85 TRINITY ST                                                                                       Austin TX 78701
Theft,5-Jul-16,6303 ARNOLD DR                                                                                      Austin TX 78723
Burglary,5-May-16,1124 RUTLAND DR                                                                                     Austin TX 78758
Agg Assault,23-Apr-16,12041 DESSAU RD                                                                                     Austin TX 78754
Theft,7-Mar-16,2937 W ANDERSON LN                                                                                  Austin TX 78757
Theft,4-Mar-16,110 E 2ND ST                                                                                        Austin TX 78701
Theft,8-Nov-16,204 PRINCE DR                                                                                       Austin TX 78752
Theft,23-Apr-16,13858 N US 183 HWY SVRD SB                                                                          Austin TX 78750
Theft,11-Aug-16,1200 W HOWARD LN                                                                                    Austin TX 78660
Robbery,21-Sep-16,700 E 7TH ST                                                                                        Austin TX 78701
Theft,10-May-16,702 E MONROE ST                                                                                     Austin TX 78704
Theft,9-Jun-16,8801 S IH 35 SVRD NB                                                                                Austin TX 78744
Theft,20-May-16,3401 S IH 35 NB                                                                                     Austin TX 78741
Theft,27-Jan-16,1710 COLONY CREEK DR                                                                                Austin TX 78758
Theft,28-Apr-16,2201 WILLOW CREEK DR                                                                                Austin TX 78741
Theft: Auto Theft,28-Jul-16,12101 DESSAU RD                                                                                     Austin TX 78754
Theft,12-Jul-16,1208 STRICKLAND DR                                                                                  Austin TX 78748
Theft,1-Aug-16,1000 E 41ST ST                                                                                      Austin TX 78751
Theft,26-Dec-16,4601 SARA DR                                                                                        Austin TX 78721
Theft: Auto Theft,5-Nov-16,1054 SPRINGDALE RD                                                                                  Austin TX 78721
Theft,25-Jun-16,1030 NORWOOD PARK BLVD                                                                              Austin TX 78753
Burglary,1-May-16,2601 SOL WILSON AVE                                                                                 Austin TX 78702
Theft,28-Dec-16,E 5TH ST / BRAZOS ST                                                                                Austin TX 78701
Theft,16-Jan-16,900 W 23RD ST                                                                                       Austin TX 78705
Theft,21-Sep-16,3301 LOYOLA LN                                                                                      Austin TX 78723
Theft,17-Jan-16,1000 E 41ST ST                                                                                      Austin TX 78751
Theft: Auto Theft,1-Oct-16,933 E RUNDBERG LN                                                                                   Austin TX 78753
Theft,15-Jan-16,2000 E 6TH ST                                                                                       Austin TX 78702
Theft,24-Oct-16,706 W MARTIN LUTHER KING JR BLVD                                                                    Austin TX 78705
Theft,7-Jul-16,620 W SLAUGHTER LN                                                                                  Austin TX 78748
Agg Assault,29-Oct-16,100 W GRADY DR                                                                                      Austin TX 78753
Burglary,30-Sep-16,8804 BLUEGRASS DR                                                                                   Austin TX 78759
Theft,22-Nov-16,2207 WICKERSHAM LN                                                                                  Austin TX 78741
Theft,10-Feb-16,6306 E RIVERSIDE DR                                                                                 Austin TX 78741
Theft: Auto Theft,11-Jun-16,E 2ND ST / NAVASOTA ST                                                                              Austin TX 78702
Theft,11-Sep-16,5300 N CAPITAL OF TEXAS HWY NB                                                                      Austin TX 78746
Theft,17-Dec-16,9500 S IH 35 SVRD SB                                                                                Austin TX 78748
Theft,6-Mar-16,5700 N IH 35 SVRD SB                                                                                Austin TX 78751
Theft,12-Sep-16,2704 SALADO ST                                                                                      Austin TX 78705
Theft: Auto Theft,21-Sep-16,10314 GEORGIAN DR                                                                                   Austin TX 78753
Burglary,17-Jun-16,1401 E RUNDBERG LN                                                                                  Austin TX 78753
Theft,23-Aug-16,4800 COPPERBEND BLVD                                                                                Austin TX 78744
Theft,14-Oct-16,9607 TEASDALE TER                                                                                   Austin TX 78753
Burglary,21-May-16,9201 ROWLANDS SAYLE RD                                                                              Austin TX 78744
Theft,27-Sep-16,8911 N CAPITAL OF TEXAS HWY NB                                                                      Austin TX 78759
Theft,27-Jan-16,11608 JOHNNY WEISMULLER LN                                                                          Austin TX 78748
Theft,10-Jan-16,5002 NUCKOLS CROSSING RD                                                                            Austin TX 78744
Theft,14-Dec-16,7600 PEBBLE CV                                                                                      Austin TX 78752
Theft,17-Dec-16,3906 BALCONES WOODS DR                                                                              Austin TX 78759
Robbery,19-Dec-16,300 FERGUSON DR                                                                                     Austin TX 78753
Theft,17-Jul-16,3526 E 7TH ST                                                                                       Austin TX 78702
Theft,16-Aug-16,2250 GUADALUPE ST                                                                                   Austin TX 78705
Burglary,6-Dec-16,1305 HOUSTON ST                                                                                     Austin TX 78756
Theft,23-Nov-16,10805 WORN SOLE DR                                                                                  Austin TX 78754
Theft: Auto Theft,6-Dec-16,6825 BURNET RD                                                                                      Austin TX 78757
Burglary,21-Mar-16,2505 LONGVIEW ST                                                                                    Austin TX 78705
Theft,31-May-16,801 W 5TH ST                                                                                        Austin TX 78703
Theft: Auto Theft,3-Jun-16,305 E YAGER LN                                                                                      Austin TX 78753
Theft,15-Feb-16,7928 GESSNER DR                                                                                     Austin TX 78753
Burglary,12-Oct-16,11716 QUINTANA CV                                                                                   Austin TX 78739
Theft,17-Nov-16,E 5TH ST / SAN JACINTO BLVD                                                                         Austin TX 78701
Theft,3-May-16,9329 NORTHGATE BLVD                                                                                 Austin TX 78758
Theft,14-Apr-16,1905 NUECES ST                                                                                      Austin TX 78705
Theft,24-Mar-16,13609 N IH 35 SVRD NB                                                                               Austin TX 78753
Theft,7-Jun-16,5301 DARLINGTON CV                                                                                  Austin TX 78723
Theft,28-Nov-16,5704 OAKCLAIRE DR                                                                                   Austin TX 78735
Theft,2-Sep-16,1700 S MOPAC EXPY SVRD SB                                                                           Austin TX 78746
Theft,1-Dec-16,1900 BURTON DR                                                                                      Austin TX 78741
Theft,1-Apr-16,4714 CASWELL AVE                                                                                    Austin TX 78751
Theft,19-Jan-16,812 GLEN OAK DR                                                                                     Austin TX 78745
Robbery,21-Feb-16,1700 WILLOW CREEK DR                                                                                Austin TX 78741
Theft,5-Oct-16,9905 N LAMAR BLVD                                                                                   Austin TX 78753
Theft,31-Mar-16,8800 N IH 35 SVRD SB                                                                                Austin TX 78753
Theft,31-Jan-16,2133 AMUR DR                                                                                        Austin TX 78745
Theft: Auto Theft,1-Dec-16,1625 E PARMER LN                                                                                    Austin TX 78753
Theft,29-Dec-16,1333 SHORE DISTRICT DR                                                                              Austin TX 78741
Theft,2-Apr-16,4300 NIXON LN                                                                                       Austin TX 78725
Theft,1-Jan-16,9300 S IH 35 SVRD SB                                                                                Austin TX 78748
